eta,f,f',f''
4.78,3.05608852648033,0.987620826497239,0.0226520175838962
4.79,3.0659647347453,0.987847346673078,0.0223058847286973
4.8,3.07584320821203,0.988070405520365,0.0219639394489199
4.81,3.08572391226723,0.988290044914854,0.0216261512790222
4.82,3.09560681271638,0.988506306427644,0.0212924896183623
4.83,3.10549187578066,0.988719231323828,0.0209629237387508
4.84,3.1153790680939,0.988928860561216,0.0206374227919343
4.85,3.12526835669951,0.989135234789135,0.0203159558170073
4.86,3.1351597090474,0.989338394347305,0.0199984917477523
4.87,3.14505309299087,0.989538379264783,0.019684999419906
4.88,3.15494847678352,0.989735229258982,0.0193754475783505
4.89,3.16484582907611,0.989928983734766,0.0190698048842289
4.9,3.17474511891346,0.990119681783608,0.0187680399219832
